ADM1_EN,ADM2_EN,ADM3_EN,ADM3_PCODE,nightlight_mean,nightlight_max,nightlight_std,pop_density_mean,pop_total,road_density_km_per_km2,health_facility_count,school_count
Western Province,Karongi,Gishyita,RW3103,0.2615214412652173,1.5863415002822876,0.39940382666133184,536.5055277122641,28434.79296875,3.8421,4,0
Western Province,Karongi,Gitesi,RW3104,0.015840656930507895,0.7073913216590881,0.09498927063036482,393.8333629261364,34657.3359375,4.0739,2,0
Western Province,Karongi,Mubuga,RW3105,0.21093925388380028,1.6483720541000366,0.37947462843765434,561.2701822916666,23573.34765625,4.6349,2,0
Western Province,Karongi,Murambi,RW3106,0.04204206547494662,1.012799859046936,0.15290831655905426,475.5399894067797,28056.859375,3.5734,1,0
Western Province,Karongi,Murundi,RW3107,0.03743183261058369,1.017755150794983,0.15060144370963838,483.87028206168833,37258.01171875,3.4401,1,0
Western Province,Karongi,Mutuntu,RW3108,0.0,0.0,0.0,386.32485219594594,28588.0390625,3.5052,2,0
Western Province,Karongi,Rubengera,RW3109,0.7595605248803491,4.521522045135498,0.8645865596960476,931.809375,51249.515625,5.2414,1,0
Western Province,Karongi,Rugabano,RW3110,0.19182534053407865,2.9992001056671143,0.4368425679658155,361.846405372191,32204.330078125,4.3343,3,0
Western Province,Karongi,Ruganda,RW3111,0.0,0.0,0.0,340.1106770833333,23467.63671875,3.5058,1,0
Western Province,Karongi,Rwankuba,RW3112,0.04686323607840189,1.1063636541366577,0.17124464438412487,554.527108433735,46025.75,3.6181,4,0
Western Province,Karongi,Twumba,RW3113,0.010887808789355044,0.8428947329521179,0.07864778347568352,276.68369838169644,30988.57421875,3.4936,3,0
Western Province,Rutsiro,Boneza,RW3201,0.0,0.0,0.0,859.9052483974359,33536.3046875,3.8381,1,0
Western Province,Rutsiro,Gihango,RW3202,0.3947493797124818,3.213243246078491,0.6164481660891846,608.7970170454546,33483.8359375,4.0422,3,0
Western Province,Rutsiro,Kigeyo,RW3203,0.2360182007153829,1.384390115737915,0.38310104947610385,620.0410571808511,29141.9296875,4.3594,2,0
Western Province,Rutsiro,Kivumu,RW3204,0.46992603246716486,2.082174062728882,0.6079913874419656,1269.4569196428572,44430.9921875,6.0012,1,0
Western Province,Rutsiro,Manihira,RW3205,0.0,0.0,0.0,495.5904947916667,20814.80078125,4.4567,1,0
Western Province,Rutsiro,Mukura,RW3206,0.17345800556120325,3.0898079872131348,0.449834154246538,500.7857232862903,62097.4296875,3.789,2,0
Western Province,Rutsiro,Murunda,RW3207,0.08782784598214285,1.8786110877990723,0.32197198264770893,506.502197265625,28364.123046875,3.0224,4,0
Western Province,Rutsiro,Musasa,RW3208,0.1576859343285654,1.6945945024490356,0.3840068147668355,614.2108637971698,32553.17578125,3.2942,1,0
Western Province,Rutsiro,Mushonyi,RW3209,0.16295336405436198,1.7638463973999023,0.35963805317767067,793.5346053685897,30947.849609375,4.6169,0,0
Western Province,Rutsiro,Mushubati,RW3210,0.32062948393129215,2.251950979232788,0.4945147561960294,608.9745751096491,34711.55078125,4.2675,2,0
Western Province,Rutsiro,Nyabirasi,RW3211,0.03147229199160897,0.9786665439605713,0.14724332795578698,363.66354658018867,38548.3359375,2.901,1,0
Western Province,Rutsiro,Ruhango,RW3212,0.15272249494280135,1.6361538171768188,0.37711755518200923,573.9243551587301,36157.234375,3.4547,3,0
Western Province,Rutsiro,Rusebeya,RW3213,0.0,0.0,0.0,482.38359375,28943.015625,4.3515,2,0
Western Province,Rubavu,Bugeshi,RW3301,0.04304961755242146,0.9486362934112549,0.16921203349667602,1114.547092013889,40123.6953125,3.7969,1,0
Western Province,Rubavu,Busasamana,RW3302,0.0,0.0,0.0,1363.5888671875,59997.91015625,3.0641,1,0
Western Province,Rubavu,Cyanzarwe,RW3303,0.0853488564491272,1.5697500705718994,0.3052670496163943,1039.4814703525642,40539.77734375,2.7133,3,0
Western Province,Rubavu,Gisenyi,RW3304,10.965055025540865,21.57512092590332,4.94908976858627,8964.77064732143,125506.7890625,13.603,24,0
Western Province,Rubavu,Kanama,RW3305,0.18169985616148399,3.6231818199157715,0.5411359413297636,802.7711256377551,39335.78515625,3.2825,4,0
Western Province,Rubavu,Kanzenze,RW3306,0.5964564029301438,2.5594120025634766,0.667486622744768,1021.0478125,25526.1953125,2.4072,0,0
Western Province,Rubavu,Mudende,RW3307,0.05847295736655211,1.4472973346710205,0.21676144328973748,1102.1278582317073,45187.2421875,4.2663,1,0
Western Province,Rubavu,Nyakiriba,RW3308,1.0160777752216046,4.784999847412109,1.097274966216154,1756.6803125,43917.0078125,4.3154,1,0
Western Province,Rubavu,Nyamyumba,RW3309,1.8516956294348481,9.03568172454834,1.6144104752852955,1979.5118885869565,45528.7734375,6.4586,2,0
Western Province,Rubavu,Nyundo,RW3310,0.7229997284558355,5.509284973144531,1.2276077433903667,1342.7469951923076,52367.1328125,5.613,1,0
Western Province,Rubavu,Rubavu,RW3311,2.5777406298424586,10.078611373901367,2.4328445366112037,1983.969692887931,57535.12109375,5.5855,3,0
Western Province,Rubavu,Rugerero,RW3312,2.495365800528691,9.286585807800293,1.724472284387214,2686.2086693548385,83272.46875,5.5669,3,0
Western Province,Nyabihu,Bigogwe,RW3401,0.3085769341916454,4.204999923706055,0.6735099302939092,680.6187243852459,41517.7421875,2.5752,2,0
Western Province,Nyabihu,Jenda,RW3402,0.21342776114480538,2.5299999713897705,0.4521462134317146,896.5575344279661,52896.89453125,2.3539,2,0
Western Province,Nyabihu,Jomba,RW3403,0.10535471613814192,2.104565143585205,0.3039380586883162,609.1342659883721,26192.7734375,5.5892,1,0
Western Province,Nyabihu,Kabatwa,RW3404,0.0584690157046988,1.282857060432434,0.20206958575917022,425.8457704741379,24699.0546875,1.4271,0,0
Western Province,Nyabihu,Karago,RW3405,0.21069391972601076,1.3948571681976318,0.35014042837168063,624.9973090277778,28124.87890625,3.3192,0,0
Western Province,Nyabihu,Kintobo,RW3406,0.04527705907821655,1.1007895469665527,0.17166078737104892,526.5121922348485,17374.90234375,3.7054,3,0
Western Province,Nyabihu,Mukamira,RW3407,0.4714903165508249,3.134838819503784,0.60760983988166,832.9105282738095,34982.2421875,3.0151,1,0
Western Province,Nyabihu,Muringa,RW3408,0.03282449230458002,0.8319149613380432,0.1382804607994001,389.4599873310811,28820.0390625,3.4474,0,0
Western Province,Nyabihu,Rambura,RW3409,0.16288615381994911,1.7355554103851318,0.3623786497976626,475.72940340909093,36631.1640625,3.2165,4,0
Western Province,Nyabihu,Rugera,RW3410,0.0,0.0,0.0,603.5493923611111,27159.72265625,4.6014,1,0
Western Province,Nyabihu,Rurembo,RW3411,0.031597872997852085,0.9850000143051147,0.1464221963763191,597.3475713315217,27477.98828125,6.3495,0,0
Western Province,Nyabihu,Shyira,RW3412,0.0,0.0,0.0,671.858056640625,26874.322265625,6.6763,5,0
Western Province,Ngororero,Bwira,RW3501,0.0,0.0,0.0,530.4158033288044,24399.126953125,4.1437,0,0
Western Province,Ngororero,Gatumba,RW3502,0.11470734246886603,1.2090741395950317,0.2645733908566863,574.5466496394231,29876.42578125,3.6814,4,0
Western Province,Ngororero,Hindiro,RW3503,0.20167697251901118,1.0956863164901733,0.33065810984520777,763.9393136160714,32085.451171875,5.9339,3,0
Western Province,Ngororero,Kabaya,RW3504,0.125250011941661,2.4327659606933594,0.3562422481727183,755.0328262061404,43036.87109375,4.1646,2,0
Western Province,Ngororero,Kageyo,RW3505,0.021463929790340057,0.8022640943527222,0.11230315030650614,487.4281475360577,25346.263671875,4.3679,0,0
Western Province,Ngororero,Kavumu,RW3506,0.0,0.0,0.0,573.2241847826087,39552.46875,4.7986,2,0
Western Province,Ngororero,Matyazo,RW3507,0.011091838384929456,0.5922726988792419,0.07616213771591325,664.1301113696809,31214.115234375,4.7648,1,0
Western Province,Ngororero,Muhanda,RW3508,0.01006217933516627,0.932812511920929,0.07812888204543898,306.30897177419354,37982.3125,2.9572,0,0
Western Province,Ngororero,Muhororo,RW3509,0.10959645321494654,1.1835185289382935,0.25908777716343856,657.4770833333333,29586.46875,3.303,1,0
Western Province,Ngororero,Ndaro,RW3510,0.0,0.0,0.0,461.9873046875,29567.1875,4.0117,1,0
Western Province,Ngororero,Ngororero,RW3511,0.25724931702996695,3.0989797115325928,0.541603935440969,772.8969866071428,54102.7890625,4.9538,3,0
Western Province,Ngororero,Nyange,RW3512,0.4264793395996094,2.6183998584747314,0.6226692660645473,466.15167236328125,29833.70703125,3.1823,0,0
Western Province,Ngororero,Sovu,RW3513,0.0,0.0,0.0,583.6629807692308,37938.09375,4.4827,0,0
Western Province,Rusizi,Bugarama,RW3601,0.6590292700405779,3.725111246109009,0.7712632837472088,1406.869140625,33764.859375,6.7466,2,0
Western Province,Rusizi,Butare,RW3602,0.0693503668369391,1.7537838220596313,0.23673609126554274,106.14372996794872,24837.6328125,2.0131,1,0
Western Province,Rusizi,Bweyeye,RW3603,0.05045397353894783,1.897291660308838,0.2207993155853599,51.528784967237904,12779.138671875,0.9634,2,0
Western Province,Rusizi,Gashonga,RW3604,0.1733977577903054,1.2590000629425049,0.3165262815336748,550.2642505787037,29714.26953125,6.1074,4,0
Western Province,Rusizi,Giheke,RW3605,0.4588031095616958,2.194359064102173,0.6197989582280599,586.702696265244,24054.810546875,4.5689,1,0
Western Province,Rusizi,Gihundwe,RW3606,1.6878689116081305,10.81354808807373,2.176016725038669,1348.0834263392858,37746.3359375,5.8198,3,0
Western Province,Rusizi,Gikundamvura,RW3607,0.06422502293306238,1.5629167556762695,0.22815319808226045,590.5328125,23621.3125,6.9462,0,0
Western Province,Rusizi,Gitambi,RW3608,0.10974067161823141,2.9951064586639404,0.4069989542295831,982.206081081081,36341.625,8.4631,2,0
Western Province,Rusizi,Kamembe,RW3609,4.873892119436553,12.104571342468262,3.028714153601694,1559.8872612847222,28077.970703125,7.6187,7,0
Western Province,Rusizi,Muganza,RW3610,0.7790852864583333,10.775110244750977,1.80749025756678,2037.7516983695652,46868.2890625,7.4875,3,0
Western Province,Rusizi,Mururu,RW3611,1.474057105279738,7.87624979019165,1.6794032045732596,965.0384880514706,32811.30859375,6.5026,2,0
Western Province,Rusizi,Nkanka,RW3612,0.006782361080771998,0.6443243026733398,0.06575743039396571,975.2974446614584,23407.138671875,4.5273,1,0
Western Province,Rusizi,Nkombo,RW3613,0.061490302736108955,1.0248485803604126,0.20493685964411482,1647.4349459134614,21416.654296875,3.5264,1,0
Western Province,Rusizi,Nkungu,RW3614,0.029742712444729275,1.3529999256134033,0.1655905399632287,607.1351396276596,28535.3515625,6.5158,1,0
Western Province,Rusizi,Nyakabuye,RW3615,0.014369797571904241,0.7387500405311584,0.09511144565380764,900.4304865056819,39618.94140625,7.6927,1,0
Western Province,Rusizi,Nyakarenzo,RW3616,0.29567229825686786,2.0031707286834717,0.48955353195157597,562.2209821428571,19677.734375,5.7392,1,0
Western Province,Rusizi,Nzahaha,RW3617,0.3697549294734347,3.4076743125915527,0.5761978018322075,515.705322265625,33005.140625,7.7018,1,0
Western Province,Rusizi,Rwimbogo,RW3618,0.29782437521313865,1.56333327293396,0.4267845251810001,797.4909274193549,24722.21875,6.7637,1,0
Western Province,Nyamasheke,Bushekeri,RW3701,0.24227203057736765,1.6140000820159912,0.3753245169915141,285.3416539634146,35097.0234375,1.6309,1,0
Western Province,Nyamasheke,Bushenge,RW3702,0.11010922612370672,1.2027499675750732,0.26699105032785436,717.4159655448718,27979.22265625,4.5517,3,0
Western Province,Nyamasheke,Cyato,RW3703,0.019249019043221658,1.6676315069198608,0.15331503510309835,165.24700017265192,29909.70703125,0.8698,2,0
Western Province,Nyamasheke,Gihombo,RW3704,0.11121990618187837,1.0770454406738281,0.2646325087656852,490.84496038732397,34849.9921875,2.7594,2,0
Western Province,Nyamasheke,Kagano,RW3705,0.4446569675352515,4.706829071044922,0.7674038726078065,821.9856279481132,43565.23828125,3.5729,5,0
Western Province,Nyamasheke,Kanjongo,RW3706,0.2892846559223376,2.59761905670166,0.5614712979553663,803.2185479525862,46586.67578125,2.652,3,0
Western Province,Nyamasheke,Karambi,RW3707,0.03242654497291173,1.3486666679382324,0.15720081550742115,327.59911151960785,33415.109375,1.638,2,0
Western Province,Nyamasheke,Karengera,RW3708,0.01326177969123378,0.8751281499862671,0.09273290058719685,556.7698317307693,36190.0390625,4.2448,1,0
Western Province,Nyamasheke,Kirimbi,RW3709,0.19742039271763392,1.13840913772583,0.3431165979330933,624.9652506510416,29998.33203125,2.129,1,0
Western Province,Nyamasheke,Macuba,RW3710,0.14151505999236938,1.5849997997283936,0.30497027256997766,636.9264856557377,38852.515625,3.3402,1,0
Western Province,Nyamasheke,Mahembe,RW3711,0.039955569721978425,1.0183333158493042,0.17077536960993045,355.35455519153226,22031.982421875,2.9735,1,0
Western Province,Nyamasheke,Nyabitekeri,RW3712,0.0,0.0,0.0,897.784375,35911.375,3.9762,3,0
Western Province,Nyamasheke,Rangiro,RW3713,0.08884585482402912,2.406904697418213,0.28601904331130235,161.43245600728156,16627.54296875,1.2006,2,0
Western Province,Nyamasheke,Ruharambuga,RW3714,0.15282969192345383,1.7804545164108276,0.33993099107489405,487.29455236486484,36059.796875,3.541,2,0
Western Province,Nyamasheke,Shangi,RW3715,0.0,0.0,0.0,814.4043482730264,30947.365234375,3.2177,3,0
Northern Province,Rulindo,Base,RW4101,0.5654927767240084,3.2634785175323486,0.6148559424967481,694.541748046875,22225.3359375,4.609,1,0
Northern Province,Rulindo,Burega,RW4102,0.0,0.0,0.0,396.1633943256579,15054.208984375,4.4126,0,0
Northern Province,Rulindo,Bushoki,RW4103,0.6267290284647744,3.184000015258789,0.5697843082372555,605.09794921875,24203.91796875,3.6605,3,0
Northern Province,Rulindo,Buyoga,RW4104,0.04427782443201118,0.6785964369773865,0.14937662313822792,443.7997101814516,27515.58203125,4.29,0,0
Northern Province,Rulindo,Cyinzuzi,RW4105,0.02154295957541164,0.917931079864502,0.12387304085744734,458.90712890625,18356.28515625,3.5798,1,0
Northern Province,Rulindo,Cyungo,RW4106,0.2829723567753048,1.1236538887023926,0.35485332105039413,707.2548828125,15559.607421875,5.6557,0,0
Northern Province,Rulindo,Kinihira,RW4107,0.25757977434697044,1.4870588779449463,0.38152281665496723,606.8502807617188,19419.208984375,5.2166,5,0
Northern Province,Rulindo,Kisaro,RW4108,0.21322391810042135,1.3603774309158325,0.38845098929834254,564.5777254971591,24841.419921875,5.9898,0,0
Northern Province,Rulindo,Masoro,RW4109,0.7203019907776739,2.324237108230591,0.635154738979908,828.8747767857143,29010.6171875,5.4591,1,0
Northern Province,Rulindo,Mbogo,RW4110,0.12289221914190995,1.360727310180664,0.30461700154421767,425.0561044730392,21677.861328125,3.2541,0,0
Northern Province,Rulindo,Murambi,RW4111,0.45601478859230327,3.556896448135376,0.714721271033986,719.7888257575758,23753.03125,4.3828,1,0
Northern Province,Rulindo,Ngoma,RW4112,0.01915438543230095,0.7422033548355103,0.10484129774241156,397.9296875,15519.2578125,3.536,1,0
Northern Province,Rulindo,Ntarabana,RW4113,0.40275466076435484,1.7973214387893677,0.5441637155094579,693.3436498397435,27040.40234375,5.7721,2,0
Northern Province,Rulindo,Rukozo,RW4114,0.1385614719796688,1.019444465637207,0.2767573706924436,752.97216796875,18071.33203125,5.9337,0,0
Northern Province,Rulindo,Rusiga,RW4115,0.7732560782596982,4.262545585632324,0.6902447085337521,395.51935891544116,13447.658203125,3.674,1,0
Northern Province,Rulindo,Shyrongi,RW4116,0.9448406620112728,4.392458438873291,1.003644619345045,633.7327112268518,34221.56640625,4.1925,4,0
Northern Province,Rulindo,Tumba,RW4117,0.10401224027014082,1.8361111879348755,0.2882368839133547,586.2966796875,23451.8671875,4.4267,1,0
Northern Province,Gakenke,Busengo,RW4201,0.0,0.0,0.0,511.73250868055555,23027.962890625,6.8093,1,0
Northern Province,Gakenke,Coko,RW4202,0.0,0.0,0.0,312.5257112873134,20939.22265625,3.8884,0,0
Northern Province,Gakenke,Cyabingo,RW4203,0.1330093135004458,1.2790194749832153,0.2997616918380126,704.6605603448276,20435.15625,8.1099,0,0
Northern Province,Gakenke,Gakenke,RW4204,0.23668021177634216,2.6237778663635254,0.48693429142041234,531.3480631510416,25504.70703125,5.3149,4,0
Northern Province,Gakenke,Gashenyi,RW4205,0.3103076584485112,1.6366665363311768,0.4732622331194856,501.329413231383,23562.482421875,5.2383,1,0
Northern Province,Gakenke,Janja,RW4206,0.006318853034839763,0.45931029319763184,0.053063231198514416,524.1436695772059,17820.884765625,6.4906,2,0
Northern Province,Gakenke,Kamubuga,RW4207,0.0,0.0,0.0,620.9359375,27942.1171875,6.6717,1,0
Northern Province,Gakenke,Karambo,RW4208,0.1461070119118204,1.5252939462661743,0.32168963729359445,573.3005558894231,14905.814453125,4.7475,1,0
Northern Province,Gakenke,Kivuruga,RW4209,0.27231117144022904,1.2960784435272217,0.3769976642375996,603.5132921006945,21726.478515625,6.2008,3,0
Northern Province,Gakenke,Mataba,RW4210,0.0,0.0,0.0,450.3326994243421,17112.642578125,5.1327,1,0
Northern Province,Gakenke,Minazi,RW4211,0.0,0.0,0.0,286.84840198863634,15776.662109375,3.5794,1,0
Northern Province,Gakenke,Mugunga,RW4212,0.024583674529019522,0.7241666316986084,0.11689620618360554,741.3127232142857,25945.9453125,5.9472,2,0
Northern Province,Gakenke,Muhondo,RW4213,0.08954616636037827,3.438474655151367,0.36987655234088573,373.2150213068182,24632.19140625,4.4744,0,0
Northern Province,Gakenke,Muyongwe,RW4214,0.033687476139919015,1.0167239904403687,0.1499535701132791,438.8182164634146,17991.546875,3.8195,1,0
Northern Province,Gakenke,Muzo,RW4215,0.0,0.0,0.0,497.14539930555554,26845.8515625,4.7803,4,0
Northern Province,Gakenke,Nemba,RW4216,0.41175791902362174,2.003636360168457,0.48801997268675384,814.2786959134615,21171.24609375,6.0379,1,0
Northern Province,Gakenke,Ruli,RW4217,0.1485192337378258,2.45629620552063,0.38232463597273236,472.4817708333333,25514.015625,4.9745,2,0
Northern Province,Gakenke,Rusasa,RW4218,0.0,0.0,0.0,628.2881696428572,21990.0859375,6.3084,1,0
Northern Province,Gakenke,Rushashi,RW4219,0.07179635163968202,0.8424999117851257,0.19409198888666193,437.4910590277778,19687.09765625,6.8195,0,0
Northern Province,Musanze,Busogo,RW4301,0.8338286217222822,4.0107502937316895,0.8982775034026841,1241.1212439903845,32269.15234375,4.2564,1,0
Northern Province,Musanze,Cyuve,RW4302,1.363810919468699,15.343478202819824,2.340912533464027,1715.937890625,68637.515625,5.2264,1,0
Northern Province,Musanze,Gacaca,RW4303,0.35093831127474767,2.7124998569488525,0.5941607961163187,754.6081730769231,29429.71875,4.0352,2,0
Northern Province,Musanze,Gashaki,RW4304,0.07557647109877133,1.131020426750183,0.23857142290261946,529.2013811383929,14817.638671875,3.9964,0,0
Northern Province,Musanze,Gataraga,RW4305,0.13226778811820278,1.6756409406661987,0.35169951046498654,552.2103097098214,30923.77734375,1.9633,0,0
Northern Province,Musanze,Kimonyi,RW4306,1.1452141209652549,6.448043346405029,1.4651075993385638,832.596875,20814.921875,3.8422,0,0
Northern Province,Musanze,Kinigi,RW4307,0.17609606397912858,4.779999732971191,0.5684618408181614,469.5289147418478,43196.66015625,2.0254,1,0
Northern Province,Musanze,Muhoza,RW4308,6.072005772354579,20.448888778686523,5.551288947748676,3091.743885869565,71110.109375,9.181,24,0
Northern Province,Musanze,Muko,RW4309,0.8507863680521647,8.089166641235352,1.4485110071025638,1038.1389266304348,23877.1953125,4.7881,0,0
Northern Province,Musanze,Musanze,RW4310,0.9370873235887097,9.731395721435547,1.6542833903578782,1101.097339527027,40740.6015625,4.4553,5,0
